;word;synonim
8032;намекнуть;[]
8033;настольный;['необходимый']
8034;незачем;['нечего', 'нефига']
8035;неловкий;['неповоротливый', 'нерасторопный', 'неуклюжий', 'неуместный', 'мешковатый']
8036;неровный;['бугорчатый', 'бугристый', 'бугорковатый', 'зубчатый', 'изрезанный']
8037;нива;['поле', 'сфера', 'пашня', 'пажить', 'участок']
8038;осмыслить;[]
8039;парализовать;[]
8040;педаль;['акселератор', 'электропедаль', 'рычаг']
8041;плавный;['мягкий', 'эластичный', 'мерный', 'эластический', 'складный']
8042;подержать;[]
8043;подлость;['гнусность', 'бесчестность', 'низость', 'низменность', 'неблагородство']
8044;подрядчик;['застройщик', 'поставщик', 'генподрядчик', 'выстановщик', 'рядчик']
8045;позавчера;['третьеводни', 'завчора', 'завчера']
8046;пояснять;[]
8047;предназначение;['призвание', 'миссия', 'счастье', 'функция', 'роль']
8048;прекращать;[]
8049;прерывать;[]
8050;прививка;['инокуляция', 'вакцина', 'трансплантация', 'привитие', 'аблактировка']
8051;примечательный;['броский', 'замечательный', 'достопримечательный', 'видный', 'заметный']
8052;прислониться;[]
8053;раскалить;[]
8054;расплачиваться;[]
8055;реалия;['понимание', 'явление']
8056;ритуальный;['церемониальный', 'обрядовый', 'обрядный', 'сакраментальный', 'сакральный']
8057;самодеятельность;['самоделка']
8058;секретариат;[]
8059;семнадцатый;[]
8060;сокращать;[]
8061;стаканчик;['стакан', 'стакашек', 'стопа', 'бюкса']
8062;сумрак;['темень', 'полумрак', 'темнота', 'сумерок', 'темь']
8063;тереть;[]
8064;тропический;['жаркий', 'знойный', 'австральный']
8065;уделяться;[]
8066;уполномоченный;['представитель', 'особоуполномоченный', 'оперуполномоченный', 'посредник', 'поверенный']
8067;ух;[]
8068;фермер;['скваттер', 'грейнджер', 'крестьянин']
8069;шестидесятый;[]
8070;этикетка;['бирка', 'лэйбл', 'ярлык', 'наклейка', 'котрэтикетка']
8071;автоматизация;['автоматизирование']
8072;аксиома;['постулат', 'истина']
8073;аллах;['бог']
8074;антенна;['радиоантенна', 'диполь', 'телеантенна', 'тарелка', 'передатчик']
8075;апелляционный;[]
8076;благородство;['бескорыстность', 'великодушие', 'возвышенность', 'высокость', 'рыцарство']
8077;блистать;[]
8078;бросок;['швырок', 'рывок', 'брочинг']
8079;бурно;['беспокойно', 'безудержно', 'бурливо', 'неистово', 'неспокойно']
8080;бюрократия;['чиновничество', 'хозбюрократия']
8081;вариация;['вариант', 'разновидность', 'модификация', 'партита', 'видоизменение']
8082;взаимопонимание;['согласие']
8083;виновник;['зачинщик', 'автор', 'зиждитель', 'причина', 'виновный']
8084;вручать;[]
8085;вязать;[]
8086;глыба;['монолит', 'отторженец', 'глыбка', 'псефит', 'стамуха']
8087;демонстративно;['умышленно', 'акцентированно', 'подчеркнуто', 'нарочито']
8088;довоенный;['предвоенный']
8089;дорогостоящий;['недоступный', 'драгоценный', 'ценный', 'дорогой', 'дорогущий']
8090;доходность;['прибыльность', 'рентабельность', 'высокооплачиваемость', 'высокодоходность', 'выгодность']
8091;завопить;[]
8092;зазвонить;[]
8093;затвор;['шибер', 'батопорт', 'клинкет', 'аэрозатвор', 'аэрофотозатвор']
8094;избранник;['депутат', 'суженный', 'пророк', 'богоизбранник', 'избранец']
8095;изгиб;['загиб', 'флексура', 'кривизна', 'сигмойда', 'ундация']
8096;изолировать;[]
8097;изумительный;['замечательный', 'невероятный', 'шикарный', 'золотой', 'красивый']
8098;исправление;['коррекция', 'корректура', 'редактирование', 'улучшение', 'изменение']
8099;козырек;['навес', 'выступ', 'брыль']
8100;кусать;[]
8101;латеральный;['боковой']
8102;ликовать;[]
8103;маяк;['авиамаяк', 'аэромаяк', 'аэрорадиомаяк', 'радиомаяк', 'светомаяк']
8104;наделать;[]
8105;нереальный;['неисполнимый', 'воображаемый', 'сюрреалистичный', 'ирреальный', 'малореальный']
8106;нулевой;['нолевой', 'никакой', 'новый', 'свежий', 'неопытный']
8107;отвлекаться;[]
8108;отработка;['отшлифовывание', 'проработка', 'отделка', 'обработка', 'шлифовка']
8109;отчуждение;['отдаленность', 'отчужденность', 'отнятие', 'отбор', 'конфискация']
8110;переменный;['альтернирующий', 'капризный', 'переменчивый', 'неустойчивый', 'изменчивый']
8111;подсознание;[]
8112;подчиненный;['взнузданный', 'зависимый', 'несамостоятельный', 'подданный', 'подвластный']
8113;полугодие;['семестр']
8114;поновому;[]
8115;прибрежный;['литоральный', 'неритовый', 'береговой', 'прибережный', 'побережный']
8116;прилегать;[]
8117;приостановить;[]
8118;приписывать;[]
8119;приставить;[]
8120;пробраться;[]
8121;провоцировать;[]
8122;проноситься;[]
8123;проскочить;[]
8124;просмотреть;[]
8125;разбежаться;[]
8126;рифма;['эпифора', 'созвучие', 'ассонанс', 'консонанс', 'вирша']
8127;румяный;['краснощекий', 'розовощекий', 'розоволицый', 'румяненький', 'поджаристый']
8128;свечка;['свеча', 'свечечка', 'здание', 'суппозиторий']
8129;сережка;['сергей', 'серьга', 'соцветие', 'украшение', 'сережечка']
8130;скорбный;['печальный', 'прискорбный', 'грустный', 'безотрадный', 'жалобный']
8131;сова;['полуночница', 'полуночник', 'лунатичка', 'птица', 'сипуха']
8132;соединиться;[]
8133;сожалеть;[]
8134;споткнуться;[]
8135;стационарный;['неперемещаемый', 'больничный', 'фиксированный', 'постоянный', 'неизменный']
8136;стрелковый;['огнестрельный']
8137;съехать;[]
8138;теплоход;['судно', 'шаландер', 'ролкер', 'теплоходик', 'лайнер']
8139;типография;['минитипография', 'книгопечатня', 'печатня', 'друкарня']
8140;трус;['трусишка', 'дристун', 'кролик', 'трусик', 'боягуз']
8141;успокаиваться;[]
8142;утешить;[]
8143;фланг;['рука', 'оконечность', 'сторона']
8144;фотоаппарат;['фотокамера', 'аппарат', 'фотик', 'аэрофотоаппарат', 'зеркалка']
8145;хахаха;[]
8146;хвойный;[]
8147;хранилище;['склад', 'нефтехранилище', 'овощехранилище', 'перлитохранилище', 'плодохранилище']
8148;хрипло;['сипло', 'осипло']
8149;чеснок;['чесночок', 'овощ', 'растение', 'шарлот']
8150;честность;['чистосердечие', 'порядочность', 'открытость', 'искренность', 'целомудрие']
8151;шипеть;[]
8152;электроэнергетика;['энергетика']
8153;эскиз;['набросок', 'очерк', 'этюд', 'картина', 'композиция']
8154;ассистент;['помощник', 'поддержка', 'опора']
8155;бездарный;[]
8156;богородица;['богоматерь', 'приснодева', 'владычица', 'мария', 'мадонна']
8157;болтовня;['болтание', 'рассусоливание', 'фонтан', 'многословие', 'пустословие']
8158;бутылочка;['бутылка', 'мерзавчик', 'флакон', 'пузырек', 'рожок']
8159;бухта;['лахта', 'гавань', 'канат', 'снасть', 'залив']
8160;визуальный;['аудиовизуальный', 'аэровизуальный', 'зрительный']
8161;виться;[]
8162;волевой;['сильный', 'характерный', 'стенический', 'стеничный']
8163;вслушиваться;[]
8164;государственность;[]
8165;добавление;['прибавление', 'набавка', 'дополнение', 'присчет', 'добавка']
8166;доверенность;['документ', 'доверие', 'приближенность', 'вера']
8167;евангельский;[]
8168;зажмуриться;[]
8169;заиграть;[]
8170;замедлить;[]
8171;зашагать;[]
8172;искушение;['испытание', 'приманка', 'соблазн', 'соблазнение', 'искус']
8173;итоговый;['финальный', 'заключительный', 'завершающий', 'последний', 'конечный']
8174;катушка;['моллюск', 'дроссель', 'навой', 'бобина', 'тонфильм']
8175;концептуальный;['смысловой', 'философский', 'философически']
8176;легион;['армия', 'множество', 'полк', 'поток', 'табун']
8177;любезно;['предупредительно', 'вежливо', 'приветливо', 'ласково', 'тактично']
8178;малиновый;['малинный', 'красивый', 'мягкий']
8179;манер;['манера', 'лад', 'образ', 'образец', 'путь']
8180;мусорный;['сорный', 'отбросовый', 'отбросный']
8181;навеки;['всегда', 'безвозвратно', 'бессрочно', 'навек', 'навечно']
8182;накладывать;[]
8183;настоять;[]
8184;насущный;['назревший', 'необходимый', 'животрепещущий', 'актуальный', 'острый']
8185;нехитрый;['легкий', 'нетрудный', 'простой', 'несложный', 'немудреный']
8186;нутро;['чутье', 'суть', 'сущность', 'сердцевина', 'утроба']
8187;односторонний;['пристрастный', 'предвзятый', 'однобокий', 'узкий', 'недалекий']
8188;осмелиться;[]
8189;отворачиваться;[]
8190;отдача;['эффективность', 'производительность', 'продуктивность', 'плодотворность', 'светоотдача']
8191;охарактеризовать;[]
8192;паек;['доппаек', 'пайка', 'порцион', 'рацион', 'бортпаек']
8193;паркет;['покрытие', 'пол', 'планка']
8194;планка;['наличник', 'рейбер', 'клепка', 'паркет', 'багет']
8195;поджать;[]
8196;пожениться;[]
8197;пополнение;['обновление', 'восполнение', 'ремонт', 'дополнение', 'кооптирование']
8198;постареть;[]
8199;почтенный;['крупный', 'респектабельный', 'огромный', 'почтеннейший', 'глубокоуважаемый']
8200;приветливо;['мило', 'вежливо', 'уветливо', 'ласково', 'радушно']
8201;привлекательность;['симпатичность', 'притяжательность', 'прелесть', 'интересность', 'пикантность']
8202;придерживать;[]
8203;причастный;['прикосновенный', 'сопричастный', 'соучастный', 'заинтересованный', 'замешанный']
8204;сатира;['осмеивание', 'насмешка', 'глумление', 'издевательство', 'издевка']
8205;сбережение;['припасы', 'тезаврация', 'тезаврирование', 'запас', 'резерв']
8206;свадебный;['подвенечный', 'брачный', 'венчальный', 'гарный']
8207;селение;['улус', 'заселение', 'поселение', 'ям', 'хутор']
8208;скромность;['беспритязательность', 'незатейливость', 'кроткость', 'целомудрие', 'безыскусность']
8209;сняться;[]
8210;соскучиться;[]
8211;стоп;['стой', 'призыв', 'тормоз', 'стоять', 'харэ']
8212;супружеский;['брачный', 'матримониальный']
8213;счетчик;['счислитель', 'считатель', 'электросчетчик', 'теплосчетчик', 'газосчетчик']
8214;считанный;['пересчитанный', 'сосчитанный', 'единичный', 'немногий', 'скаченный']
8215;тачка;['повозка', 'тележка', 'тачечка', 'автомобиль', 'кар']
8216;трибунал;['суд', 'ревтрибунал']
8217;уполномочить;[]
8218;финиш;['суперфиниш', 'исход', 'конец', 'финал', 'абзац']
8219;химик;['агрохимик', 'радиохимик', 'электрохимик', 'гидрохимик', 'космохимик']
8220;хриплый;['хрипловатый', 'охрипший', 'охриплый', 'сиплый', 'сиповатый']
8221;цирковой;[]
8222;чувственный;['любострастный', 'сладострастный', 'приапический', 'эпикурейский', 'масленый']
8223;чудом;['чудотворно', 'неожиданно', 'нежданно']
8224;шелк;['мулине', 'грежа', 'ткань', 'силаниз', 'фанза']
8225;эдакий;['этакий', 'такой', 'таковой', 'таковский', 'экий']
8226;электроника;['микроэлектроника', 'автоэлектроника', 'криоэлектроника', 'молектроника', 'аппаратура']
8227;эстонский;['чухонский']
8228;аборт;['выкидыш', 'чистка', 'прекращение']
8229;австрийский;[]
8230;аквариум;['сосуд', 'океанариум', 'водоем', 'дельфинарий']
8231;аспирант;['адъюнкт', 'претендент', 'кандидат']
8232;бессмертие;['слава', 'бессмертность', 'атанасия']
8233;благословить;[]
8234;блестяще;['роскошно', 'прекрасно', 'ярко', 'бесподобно', 'дивно']
8235;винить;[]
8236;возглас;['восклицание', 'выкрик', 'выклик', 'вскрик', 'клик']
8237;вывозить;[]
8238;высадить;[]
8239;дамский;['женственный', 'женский', 'девичий', 'бабский']
8240;душный;['душноватый', 'удушливый', 'удушающий', 'спертый', 'гробовой']
8241;замминистра;['заместитель']
8242;зэк;['зек', 'заключенный', 'политзэк', 'политзаключенный', 'лагерник']
8243;извне;['снаружи', 'вне']
8244;канадский;[]
8245;катализатор;['ускоритель', 'фермент', 'гопкалит', 'сиккатив', 'фотокатализатор']
8246;коготь;['когти', 'коготок', 'шкраб', 'когтище']
8247;компактный;['миниатюрный', 'вместительный', 'мини', 'небольшой', 'маленький']
8248;красноармеец;['армеец', 'красноперый', 'краснопузый']
8249;ль;[]
8250;мельком;['вскользь', 'походя', 'мимолетно', 'бегло', 'мимолетом']
8251;меховой;[]
8252;мыться;[]
8253;наказываться;[]
8254;наклонить;[]
8255;насмерть;['наповал', 'сильно']
8256;насчитывать;[]
8257;нежелательный;['вредный', 'худой', 'неугодный', 'неподходящий', 'неоправданный']
8258;носилки;['паланкин', 'джампан']
8259;обдумывать;[]
8260;обнажить;[]
8261;овальный;['узкоовальный', 'яйцевидный']
8262;оживление;['восстановление', 'возобновление', 'воскрешение', 'возрождение', 'освежение']
8263;отважный;['храбрый', 'смелый', 'героический', 'мужественный', 'неустрашимый']
8264;очевидец;['свидетель', 'самовидец', 'видок', 'позорянец', 'самовидчик']
8265;очертить;[]
8266;перечитывать;[]
8267;племянница;['племяшка', 'братанна', 'дщерша', 'племяненка', 'сыновица']
8268;подключить;[]
8269;позорный;['подлый', 'унизительный', 'низкий', 'рабский', 'бесславный']
8270;показываться;[]
8271;покорить;[]
8272;покорный;['послушный', 'преданный', 'рабский', 'безгласный', 'беззлобный']
8273;политически;[]
8274;поправиться;[]
8275;праведный;['справедливый', 'законный', 'правый', 'благочестивый', 'святой']
8276;превышение;['избыток', 'разность', 'преизбыток', 'излишек', 'преобладание']
8277;преувеличение;['муссирование', 'утрирование', 'прикраса', 'хвастовство', 'гипербола']
8278;привязанность;['склонность', 'любовь', 'соотнесенность', 'увлечение', 'симпатия']
8279;прикидывать;[]
8280;пропеть;[]
8281;просвет;['проход', 'разрыв', 'брешь', 'щель', 'клиренс']
8282;разбегаться;[]
8283;разведывательный;['разведочный', 'шпионский', 'авиаразведывательный', 'электроразведывательный', 'агентурный']
8284;режиссура;['радиорежиссура', 'кинорежиссура']
8285;роспись;['план', 'батик', 'список', 'перечень', 'подпись']
8286;сдержанно;['ритенуто', 'бесстрастно', 'воздержанно', 'невозмутимо', 'сухо']
8287;сертификация;[]
8288;сечение;['профиль', 'гистеротомия', 'разрез', 'битье', 'высекание']
8289;систематический;['методический', 'систематичный', 'методичный', 'планомерный', 'регулярный']
8290;скопление;['олистростром', 'плеяда', 'зажор', 'бластема', 'гемоторакс']
8291;слог;['склад', 'перо', 'речь', 'стиль', 'язык']
8292;смирение;['кротость', 'обуздание', 'подчинение', 'повиновение', 'послушание']
8293;спутать;[]
8294;сравнимый;['сопоставимый', 'соотносимый']
8295;сувенир;['подарок', 'презент', 'сувенирчик', 'поминка', 'памятка']
8296;тамошний;['зарубежный', 'иностранный', 'местный', 'ихний']
8297;тоннель;['штольня', 'туннель', 'выработка', 'дюкер', 'термотоннель']
8298;тоталитарный;['тоталитаристский', 'авторитарный', 'антидемократический']
8299;тото;[]
8300;труженик;['трудяга', 'работник', 'рабочий', 'работяга', 'пахарь']
8301;туловище;['тулово', 'торс', 'корпус', 'тело', 'стан']
8302;угрюмо;['насупленно', 'печально', 'исподлобья', 'малоприветливо', 'мрачно']
8303;укрытие;['хранение', 'маскировка', 'скрытие', 'убежище', 'покрытие']
8304;укусить;[]
8305;унизительный;['позорный', 'оскорбительный', 'уничижительный', 'попирающий', 'унижающий']
8306;уродливый;['безобразный', 'нелепый', 'монструозный', 'страхолюдный', 'некрасивый']
8307;хрустеть;[]
8308;чреватый;['опасный', 'беременный', 'грозящий', 'угрожающий']
8309;эротический;['чувственный', 'эротичный', 'любовный', 'плотский', 'телесный']
8310;явственно;['приметно', 'явно', 'внятно', 'определенно', 'отчетливо']
8311;амнистия;['помилование', 'прощение', 'всепрощенье', 'всепомилование', 'индульгенция']
8312;бедняга;['горемыка', 'страдалец', 'несчастный', 'сердяга', 'бедняк']
8313;битый;['колоченный', 'дрюченный', 'колотимый', 'расколотый', 'разбитый']
8314;бортовой;['бортовый', 'ребордный']
8315;боязнь;['пирофобия', 'оторопь', 'астрафобия', 'дромофобия', 'монофобия']
8316;бритва;['электробритва', 'бритвочка', 'триммер']
8317;вальс;['танец', 'бостон', 'вальсик', 'вальсок']
8318;ван;['титул', 'озеро', 'город', 'правитель']
8319;вата;['ватка', 'текстиль']
8320;весь;['полный', 'целый', 'поголовно', 'вдосталь', 'всецело']
8321;восходить;[]
8322;горючее;['топливо', 'алкоголь', 'спиртное', 'хворост', 'горючка']
8323;дарование;['октроирование', 'призвание', 'талант', 'дар', 'награждение']
8324;джунгли;['заросли', 'дебри', 'витамин', 'лекарство']
8325;добродетель;['добродетельность']
8326;доходный;['прибыльный', 'прибыточный', 'доходнейший', 'выгодный', 'небезвыгодный']
8327;затруднение;['осложнение', 'препятствие', 'трудность', 'проблема', 'помеха']
8328;земляной;['перстный']
8329;изолят;['реликт', 'этнос', 'персистент']
8330;кайф;['наслаждение', 'удовольствие', 'опьянение', 'радость', 'блаженство']
8331;карьер;['аллюр', 'разнос', 'разрез', 'каменоломня', 'глинице']
8332;кнут;['бич', 'арапник', 'плеть', 'плетка', 'нагайка']
8333;кондиционер;['климатизер', 'автокондиционер']
8334;копаться;[]
8335;креститься;[]
8336;лепить;[]
8337;лирика;['чувствительность', 'мягкость', 'тонкость', 'лиризм', 'цы']
8338;материк;['африка', 'гондвана', 'лавразия', 'пангея', 'австралия']
8339;маячить;[]
8340;навязать;[]
8341;намечаться;[]
8342;новгородский;[]
8343;обзавестись;[]
8344;обитание;['проживание', 'квартирование']
8345;обняться;[]
8346;обобщенный;['распространенный', 'подытоженный', 'суммированный', 'синтезированный', 'собирательный']
8347;оперетта;['оперетка', 'зрелище']
8348;оратор;['говоритель', 'говорун', 'ритор', 'трибун']
8349;ослабление;['истощение', 'убавление', 'притупление', 'экстинкция', 'астенопия']
8350;перераспределение;['переназначение', 'рекомбинация']
8351;побрести;[]
8352;подделка;['фальшивка', 'имитация', 'обман', 'суррогат', 'контрафакция']
8353;постсоветский;['послесоветский']
8354;предъявление;['представление', 'презентация']
8355;преемник;['наследник', 'правопреемник', 'продолжатель', 'заместитель', 'сын']
8356;прилипнуть;[]
8357;примыкать;[]
8358;приписать;[]
8359;проблематика;[]
8360;прокатиться;[]
8361;пролетариат;['рабочие']
8362;пропитать;[]
8363;протяженность;['мелос', 'длина', 'величина', 'протяжение', 'длительность']
8364;профсоюзный;[]
8365;пустовать;[]
8366;разыгрывать;[]
8367;распасться;[]
8368;самочувствие;['настроение', 'здоровье', 'дух', 'состояние']
8369;светильник;['фонарь', 'лампада', 'софит', 'лампа', 'электросветильник']
8370;сирень;[]
8371;сковородка;['сковорода', 'электросковорода', 'электросковородка', 'сотейник', 'сковородочка']
8372;скудный;['недостаточный', 'бедный', 'тощий', 'скуднейший', 'скудноватый']
8373;следующее;[]
8374;сокол;['сапсан', 'кречет', 'соколовушка', 'соколок', 'соколик']
8375;строфа;['газель', 'терцет', 'терцина', 'дистих', 'станс']
8376;топливный;['жидкотопливный', 'автотопливный', 'нефтетопливный', 'многотопливный', 'двухтопливный']
8377;торопить;[]
8378;трубочка;['бюретка', 'фульгурит', 'микротрубочка', 'пипетка', 'капилляр']
8379;уборщица;['мусорщица', 'нянечка', 'техничка', 'подметальщица', 'няня']
8380;увлекательный;['захватывающий', 'занимательный', 'занятный', 'любопытный', 'привлекательный']
8381;усатый;['усастый', 'усатенький']
8382;ухмыльнуться;[]
8383;фаворит;['любимчик', 'любимец', 'любовник', 'чемпион', 'протеже']
8384;черед;['очередь', 'очередность', 'наряд', 'время', 'череда']
8385;чукча;['луороветланец', 'палеоазиат', 'чудак', 'чудик']
8386;шестерка;['прислужник', 'цифра', 'исполнитель', 'шестерочка', 'официант']
8387;шляпка;['шляпа', 'шляпенка', 'шляпчонка']
8388;арендатор;['наниматель', 'съемщик', 'копигольдер', 'колон', 'поссесор']
8389;арендовать;[]
8390;балерина;['прима', 'танцовщица', 'солистка', 'балетчица', 'танцорка']
8391;безобидный;['безвредный', 'безответный', 'справедливый', 'безопасный', 'неопасный']
8392;береговой;['прибрежный', 'прибережный', 'побережный', 'бережной']
8393;бесполезно;['ненадобно', 'бессмысленно', 'безрезультатно', 'безрезультативно', 'безуспешно']
8394;бессилие;['слабость', 'немощь', 'астения', 'адинамия', 'немочь']
8395;богиня;['аврора', 'веста', 'диана', 'парки', 'венера']
8396;бомбардировщик;['самолет', 'бомбовоз', 'летчик', 'пикировщик']
8397;броня;['латы', 'обшивка', 'защита', 'панцирь', 'бронь']
8398;валять;[]
8399;возводить;[]
8400;возня;['копошение', 'хлопоты', 'интрига', 'беспокойство', 'докука']
8401;выговор;['замечание', 'порицание', 'разгон', 'акцент', 'нагоняй']
8402;выкладывать;[]
8403;грим;['штукатурка', 'подкраска', 'макияж']
8404;грядка;['рабатка', 'куртина', 'гряда', 'грядочка']
8405;действо;['действие', 'представление', 'обряд', 'спектакль', 'лицедейство']
8406;диссидент;['инакомыслящий', 'вероотступник', 'досидент', 'антисоветчик', 'правозащитник']
8407;жрец;['фламин', 'оракул', 'авгур', 'бонза', 'браман']
8408;игрушечный;['маленький', 'карликовый', 'кукольный', 'миниатюрный', 'малюсенький']
8409;извлечение;['отделение', 'выжимание', 'вытягивание', 'вытяжка', 'вытаскивание']
8410;индикатор;['указатель', 'датчик', 'стрелка', 'дриллометр', 'бленкер']
8411;инициировать;[]
8412;каковой;['который', 'какой', 'кой']
8413;камешек;['камушек', 'камень', 'яшмовник']
8414;каска;['шлем', 'убор', 'касочка']
8415;кверху;['вверх', 'ввысь', 'наверх', 'горе', 'выспрь']
8416;колпак;['голофан', 'матрешка', 'простак', 'гриб', 'абажур']
8417;коммуна;['община']
8418;мгла;['мзга', 'темнота', 'туман', 'дымка', 'марево']
8419;мел;['сангвина', 'известняк', 'мелок']
8420;метнуться;[]
8421;мотать;[]
8422;мрамор;[]
8423;мятый;['жеваный', 'жеванный', 'смятый', 'помятый', 'измятый']
8424;назначаться;[]
8425;недорогой;['дешевый', 'доступный', 'копеечный', 'грошовый', 'рублевый']
8426;нечаянно;['случайно', 'ненароком', 'ненамеренно', 'неумышленно', 'невзначай']
8427;оборотень;['волкодлак', 'вурдалак', 'волх', 'волколак', 'вовкулака']
8428;объединиться;[]
8429;останки;['прах', 'мощи', 'труп', 'тело', 'маммалиолит']
8430;откровенность;['честность', 'неприкрытость', 'чистосердечность', 'бесстыжесть', 'очевидность']
8431;ошеломить;[]
8432;победный;['триумфальный', 'торжествующий', 'победоносный', 'всепобедный']
8433;подготовиться;[]
8434;подтянуть;[]
8435;полководец;['диадох', 'военачальник', 'командующий', 'стратег', 'герс']
8436;потреблять;[]
8437;предписание;['указание', 'приказ', 'приказание', 'повеление', 'предложение']
8438;проваливаться;[]
8439;продержаться;[]
8440;пьяный;['выпивший', 'подвыпивший', 'нетрезвый', 'хмельной', 'навеселе']
8441;равномерно;['одинаково', 'однородно', 'постоянно', 'ровно', 'размеренно']
8442;радуга;['веселка']
8443;разозлиться;[]
8444;расхождение;['виргация', 'разница', 'различие', 'несоответствие', 'неточность']
8445;реактивный;['электрореактивный', 'турбореактивный', 'газотурбинный', 'быстрый', 'активный']
8446;регулятор;['терморегулятор', 'редуктор', 'сигнализатор', 'авторегулятор', 'газорегулятор']
8447;репродукция;['воспроизведение', 'микрорепродукция', 'фоторепродукция', 'автотипия', 'размножение']
8448;рушиться;[]
8449;салют;['фейерверк', 'приветствие', 'чао', 'привет', 'здравствуй']
8450;сверток;['рол', 'кукла', 'рулон', 'поворот', 'заворот']
8451;сдвинуться;[]
8452;сжатый;['спрессованный', 'стиснутый', 'стесненный', 'обжатый', 'прихваченный']
8453;смежный;['соседний', 'прилегающий', 'близкий', 'прилежащий', 'порубежный']
8454;сокровенный;['задушевный', 'секретный', 'тайный', 'заветный', 'заповедный']
8455;стихнуть;[]
8456;стянуть;[]
8457;указательный;['дейктический', 'ссылочный', 'дорожный', 'индикационный']
8458;употребить;[]
8459;условность;['относительность', 'виртуальность', 'символичность', 'допущение', 'правило']
8460;ха;[]
8461;цветение;['расцветание', 'распускание', 'цвет', 'бусель', 'раскрытие']
8462;чернобелый;['белый']
8463;шарить;[]
8464;шататься;[]
8465;шахтер;['рудокоп', 'горняк', 'углекоп', 'дударь', 'забойщик']
8466;языческий;['идолопоклоннический', 'неоязыческий']
8467;актуальность;['важность', 'значимость', 'насущность', 'своевременность', 'необходимость']
8468;баржа;['брама', 'нефтебаржа', 'коломенка', 'шаланда', 'барка']
8469;беседка;['пергола', 'навес', 'тай', 'павильон', 'альтанка']
8470;блистательный;['прекрасный', 'великолепный', 'яркий', 'эффектный', 'бесподобный']
8471;брезгливо;['пренебрежительно', 'гадливо', 'претенциозно', 'неприязненно', 'презрительно']
8472;воз;['возище', 'множество', 'пропасть', 'прорва', 'уйма']
8473;возвышенный;['высокопарный', 'облагороженный', 'патетический', 'высокий', 'неземной']
8474;воспаление;['флюс', 'гастрит', 'цистит', 'гиалит', 'хондрит']
8475;вписать;[]
8476;вполголоса;['тихонько', 'тихо', 'протяжно', 'потихоньку', 'шепотом']
8477;вынырнуть;[]
8478;говно;['дерьмо', 'испражнения', 'кизяк', 'кал', 'помет']
8479;двойник;['сходный', 'копия', 'близнец', 'антипод', 'двояшка']
8480;дебют;['начало', 'выступление', 'кинодебют', 'презентация']
8481;девиз;['лозунг', 'изречение', 'требование', 'обязательство', 'мотто']
8482;длительность;['продолжительность', 'протяжность', 'срок', 'длина', 'долгота']
8483;доминировать;[]
8484;задумчивый;['мечтательный', 'печальный', 'грустный', 'отрешенный', 'раздумчивый']
8485;затормозить;[]
8486;зубр;['бизон', 'реакционер', 'животное', 'бык', 'дока']
8487;идол;['кумир', 'бурхан', 'божок', 'божество', 'истукан']
8488;извинение;['оправдание', 'прощение', 'сожаление', 'спускание', 'обеливание']
8489;капризный;['прекапризный', 'привередливый', 'ломливый', 'затейный', 'своенравный']
8490;климатический;['микроклиматический', 'микроклиматологический', 'макроклиматический', 'аэроклиматический', 'агроклиматический']
8491;ключик;['ключ', 'ручеек']
8492;комбат;['командир', 'военный']
8493;комнатный;['домашний']
8494;кооперация;['объединение', 'кооперирование', 'промкооперация', 'потребкооперация', 'сельхозкооперация']
8495;крушение;['авария', 'провал', 'несчастие', 'катастрофа', 'крах']
8496;лень;['апатия', 'праздность', 'ленца', 'леность', 'нерадивость']
8497;лира;['инструмент', 'созвездие', 'птица', 'лирохвост', 'единица']
8498;ложечка;['ложка', 'дых', 'вздох']
8499;лошадка;['кобылка', 'лошаденка', 'лошадь', 'лошадушка', 'каурка']
8500;макет;['образец', 'модель', 'прототип', 'фотомакет', 'скелет']
8501;матрас;['матрац', 'тюфяк', 'волосяник', 'матрасик', 'электроматрас']
8502;мигрант;['переселенец', 'аллохтон']
8503;миграционный;[]
8504;мнимый;['воображаемый', 'ложный', 'подставной', 'апокрифический', 'глаголемый']
8505;нависнуть;[]
8506;наподобие;['вроде', 'подобно', 'сиречь']
8507;напрочь;['абсолютно', 'полностью', 'целиком', 'совершенно', 'совсем']
8508;нестандартный;['неповторяемый', 'индивидуальный', 'небанальный', 'неизбитый', 'неповторимый']
8509;неуловимый;['расплывчатый', 'незаметный', 'неощутимый', 'неощутительный', 'неприметный']
8510;обучить;[]
8511;окружной;['кольцевой', 'объездной', 'объезжий', 'окольный', 'обходной']
8512;опека;['забота', 'попечение', 'попечительство', 'покровительство', 'патернализм']
8513;отросток;['аксон', 'дендрит', 'неврит', 'аппендикс', 'нейрит']
8514;оттолкнуть;[]
8515;отчетный;['прошедший']
8516;патруль;['дозор', 'рейд', 'мотопатруль', 'секрет', 'авиапатруль']
8517;пельмень;['пельмешка', 'ухо', 'хинкали', 'чучвара', 'колдун']
8518;переменная;['параметр', 'аргумент']
8519;плот;['плотик', 'бон', 'сплоток', 'паром', 'катамаран']
8520;поглощать;['впитывать']
8521;погреб;['подвал', 'погребок', 'подпол', 'яма', 'артпогреб']
8522;поди;['знать', 'вероятно', 'пожалуй', 'чай', 'чаятельно']
8523;подол;['трен', 'посад']
8524;помянуть;[]
8525;поощрять;[]
8526;почет;['честь', 'ореол', 'уважение', 'почести', 'благостепенство']
8527;предназначаться;[]
